REF,Company,Location,Review_Date,Bean_Origin,Bar_Name,CocoaPer,Enc_ingr,Characteristics,Rating,ingri
2306,Heinde & Verre,Netherlands,2019,Blend,"Dutch Blend, Ven.- Bali- Trinidad",71,13,"sandy, fatty, chemical",2.5,"4- B,S,C,L"
2302,Heinde & Verre,Netherlands,2019,Indonesia,"Pulau, Bali",71,13,"rubber, fatty, sandy,grape",2.5,"4- B,S,C,L"
2378,Hazel Hill,U.S.A.,2019,Dominican Republic,Oko Caribe,70,6,"earthy, dirty, dried fruit",3.5,"3- B,S,C"
2378,Hazel Hill,U.S.A.,2019,Tanzania,Kokoa Kamili,72,6,"cocoa, fatty, fruit",3.25,"3- B,S,C"
2382,Hazel Hill,U.S.A.,2019,Peru,Maranon,65,6,"pungent, chemical",2.75,"3- B,S,C"
2270,Harris & James,U.K.,2019,Vietnam,"Ben Tre, batch 133",70,6,"sandy, brownie, coconut",3.25,"3- B,S,C"
2330,Harris & James,U.K.,2019,India,Kerla,70,6,"sandy, sweet, cocoa",3,"3- B,S,C"
2382,Green Bean to Bar,Japan,2019,Peru,Nativo Blanco,73,2,"sour grapes, pungent, ashey",2.5,"2- B,S"
2434,Amedei,Italy,2019,Blend,Toscano Black,70,6,"nut, fatty, rubbery, rich",2.75,"3- B,S,C"
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,73,6,"floral, rubbery, woody",3,"3- B,S,C"
2446,Goodnow Farms,U.S.A.,2019,Colombia,Boyaca,73,6,"acidic, mildly burnt, metallic",2.5,"3- B,S,C"
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,75,6,"earthy, roasty, strong vanilla",2.75,"3- B,S,C"
2278,Fruition,U.S.A.,2019,Madagascar,"Sambirano, Akessons, batch 1",74,2,"balanced, fruit, nut, roasty",3.75,"2- B,S"
2366,Fruition,U.S.A.,2019,Colombia,"Tumaco, batch 2",85,2,"black current,bitter,astringent",3.5,"2- B,S"
2458,5150,U.S.A.,2019,Dominican Republic,"Zorzal, batch 1",76,6,"cocoa, vegetal, savory",3.5,"3- B,S,C"
2454,5150,U.S.A.,2019,Tanzania,"Kokoa Kamili, batch 1",76,6,"rich cocoa, fatty, bready",3.25,"3- B,S,C"
2174,Fresco,U.S.A.,2018,Venezuela,Carupano Pintao,72,6,"complex, nuts, spice, floral",3.5,"3- B,S,C"
2174,Fresco,U.S.A.,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72,6,"roasty, mild fatty",3.25,"3- B,S,C"
2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72,2,nutty,3.5,"2- B,S"
2100,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70,6,"dried fruit, large grits",3.25,"3- B,S,C"
2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85,2,"sl. dry, gritty, fruity, nuts",3,"2- B,S"
2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70,6,large grits,3,"3- B,S,C"
2044,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60,13,"large grits, sweet",2.5,"4- B,S,C,L"
2072,Fossa,Singapore,2018,Haiti,Pisa,68,2,"roasty, hazelnut, cocoa",3.5,"2- B,S"
2072,Fossa,Singapore,2018,Philippines,Davao,70,2,"sandy, dried fruit, roasty",3.25,"2- B,S"
2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70,2,"sandy, powdery, late sour",3,"2- B,S"
2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70,2,"nuts, sour milk",3,"2- B,S"
2076,Fossa,Singapore,2018,Dominican Republic,Oko Caribe,72,2,"coffee, acidic, astringent",2.75,"2- B,S"
2206,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70,6,"fruit, spicy mild molasses",3.5,"3- B,S,C"
2206,FJAK,Norway,2018,India,Goground,68,6,"muted, mild sweet cocoa",3.5,"3- B,S,C"
2202,FJAK,Norway,2018,Madagascar,Bejofo,70,6,"molasses, sour notes",3,"3- B,S,C"
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",75,2,"roasty, simple",3.5,"2- B,S"
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",75,2,"high acidity, bitter, nutty",3,"2- B,S"
2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",75,2,"hammy, large grits",2.75,"2- B,S"
2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",75,2,"hammy, dried fruit",2.75,"2- B,S"
2142,Ethereal,U.S.A.,2018,Guatemala,Guatemala,80,6,prominent plum note,3.5,"3- B,S,C"
2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",72,2,"intens, brownie, spicy, metal",3,"2- B,S"
2118,Encuentro,France,2018,Madagascar,Bejofo,70,2,"fruity, roasty",3.5,"2- B,S"
2108,Encuentro,France,2018,Guatemala,Asochivite,70,2,"spicy, sweet,",3.5,"2- B,S"
2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70,2,"simple, mild cocoa, fruit",3.5,"2- B,S"
2114,Encuentro,France,2018,Dominican Republic,Oko Caribe,70,2,"earthy, floral, cocoa",3.25,"2- B,S"
2040,Durci,U.S.A.,2018,Peru,Piura Blanco,70,6,"smoth, dense, grape",4,"3- B,S,C"
2100,Duffy's,U.K.,2018,Guatemala,Mayan Red,80,13,"intense earthy, cocoa, roasty",3.25,"4- B,S,C,L"
2096,Dormouse,U.K.,2018,Peru,"Piura, batch 274",80,3,"molasses, fruit",3.5,"2- B,S*"
2052,Dormouse,U.K.,2018,Guatemala,"Verapaz, batch 254",72,4,"near perfect shine, cocoa",3.5,"3- B,S*,C"
2052,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",71.5,4,molasses notes from sugar,2.75,"3- B,S*,C"
2040,Domori,Italy,2018,Tanzania,Tanzania,70,2,"creamy, sticky, fruit",4,"2- B,S"
2258,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",80,2,"cocoa, tea, malt",3.75,"2- B,S"
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,80,2,"mild bitter, fatty, grassy",3,"2- B,S"
2222,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,70,2,"dirty, floral, unrefined",2.5,"2- B,S"
2222,Definite,Dominican Republic,2018,Dominican Republic,Elvesia,70,2,"metallic, dirt/ earthy",2.5,"2- B,S"
2044,Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,Oko Caribe,70,6,"sweet, coarse, nutty",3,"3- B,S,C"
2178,Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",70,2,"ripe orange, citrus",3.5,"2- B,S"
2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70,2,"nutty, moderate acidity",3.25,"2- B,S"
2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70,2,"vegetal, high astringency",3,"2- B,S"
2064,Damson,U.K.,2018,Blend,"Angel Bar, Nicaragua, Madagascar",65,13,"sweet, vinegar",2.5,"4- B,S,C,L"
2226,Christopher Elbow,U.S.A.,2018,Peru,Ucayali,75,6,"bold, spice, hit of anise",3.75,"3- B,S,C"
2250,Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",70,2,"sweet, sandy, spicy",2.75,"2- B,S"
2080,Chocolibrium,U.S.A.,2018,Peru,Ucayali,70,2,"sandy, sweet",2.75,"2- B,S"
2080,Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",76,2,"high astringent, fruit, roasty",2.75,"2- B,S"
2080,Chocolibrium,U.S.A.,2018,India,"Anamalai, Tamil Nadu",63,6,"sandy, tart, ham, sweet",2.5,"3- B,S,C"
2134,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,72,6,"spicy, banana",3.25,"3- B,S,C"
2202,Chequessett,U.S.A.,2018,Peru,Ucayali River,72,6,"spicy, chocolatey, atypical",3,"3- B,S,C"
2238,Chapon,France,2018,Venezuela,"San Esteban (Chloe, Maria, Patrice)",68,6,"butter, roasty, cocoa, nutty",3.5,"3- B,S,C"
2154,Casa,U.S.A.,2018,Blend,"Ecuador, Vietnam",75,2,"off notes, vanilla",2,"2- B,S"
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,70,2,"poor texture, earthy",3,"2- B,S"
2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75,2,"sandy, chalky, earthy",2.75,"2- B,S"
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72,2,"light color, creamy, hazelnut",3.75,"2- B,S"
2230,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72,2,"light color, dirty, astringent",3,"2- B,S"
2226,Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72,2,"light color, dirty, musty",2.5,"2- B,S"
2052,Bullion,U.K.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70,6,roasty and under refined,3,"3- B,S,C"
2052,Bullion,U.K.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70,6,"dirt, earthy, floral",2.5,"3- B,S,C"
2096,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",70,6,"nuts, fruit",4,"3- B,S,C"
2194,Brasstown,U.S.A.,2018,Peru,Ucayali,70,6,"sweet, rich mocha, acidic",3.75,"3- B,S,C"
2254,Brasstown,U.S.A.,2018,Ecuador,Esmeraldas,75,6,"balanced, floral, honey",3.5,"3- B,S,C"
2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75,6,"creamy, rich, complex",4,"3- B,S,C"
2246,Bonnat,France,2018,Peru,Madre de Dios,75,6,"oily, subtle, mild coffee",4,"3- B,S,C"
2206,A. Morin,France,2018,Peru,Absolu,63,13,"sweet, dairy, spice, cocoa",3.75,"4- B,S,C,L"
2206,A. Morin,France,2018,Venezuela,Porcelana,70,13,"alluring aroma, powdery,nutty",3.5,"4- B,S,C,L"
2114,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,70,2,"sweet, sour milk",3.25,"2- B,S"
2114,Bixby,U.S.A.,2018,Guatemala,Guatemala,70,2,"molasses, earthy, spicy",3,"2- B,S"
2108,Bixby,U.S.A.,2018,Haiti,Haiti,70,2,"floral, molasses, chemical",3,"2- B,S"
2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70,13,"smooth texture, earthy, nutty",3.5,"4- B,S,C,L"
2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70,13,"fatty, bland, nutty",3,"4- B,S,C,L"
2088,Bitacora,Venezuela,2018,Venezuela,Merida,70,13,"gritty, spicy, earthy",3,"4- B,S,C,L"
2170,Zotter,Austria,2018,Belize,Maya Mtn,72,6,"muted, roasty, accessible",3.5,"3- B,S,C"
2170,Zotter,Austria,2018,Congo,Mountains of the Moon,70,6,"fatty, mild nuts, mild fruit",3.25,"3- B,S,C"
2036,Zotter,Austria,2018,Blend,"Dry Aged, 30 yr Anniversary bar",75,6,"fatty, earthy, cocoa",3,"3- B,S,C"
2048,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"El Castillero, batch ca1705, 3 turns",70,6,"large grits, sweet, dried fruit",3.75,"3- B,S,C"
2064,Zoto (Chocolatoa),Belgium,2018,Nicaragua,Rugoso,75,6,"sandy, basic cocoa",3.25,"3- B,S,C"
2230,Zoto (Chocolatoa),Belgium,2018,DR Congo,"Kilimamwenza, Ituri Province",68,4,"fatty, herbal, earthy",3,"3- B,S*,C"
2044,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"Jeru Antiguo, batch jan705, 2 turns",72,6,intense earthy,3,"3- B,S,C"
2096,White Label aka Mutari,U.S.A.,2018,Bolivia,Alto Beni,72,6,"creamy, fruit, poor aftertaste",3,"3- B,S,C"
2092,White Label aka Mutari,U.S.A.,2018,Tanzania,Kokoa Kamili,68,6,"nuts, fruit, poor aftertaste",3,"3- B,S,C"
2182,Vivra,U.S.A.,2018,Haiti,"Pisa, Adul de Nord",70,18,"vanilla, late cocoa notes",2.5,"5- B,S,C,V,L"
2178,Vivra,U.S.A.,2018,Bolivia,Alto Beni,70,18,"earthy, vanilla",2.5,"5- B,S,C,V,L"
2190,Vicuna,U.S.A.,2018,Dominican Republic,San Francisco de Macoris,70,2,"dark berry, roasty",3.25,"2- B,S"
2186,Vicuna,U.S.A.,2018,Guatemala,Alta Verapaz,70,2,"earthy, sour, intense",3,"2- B,S"
2186,Vicuna,U.S.A.,2018,Bolivia,Palos Blancos,70,2,"smokey, earthy, nutty",2.75,"2- B,S"
2210,Utopick,Spain,2018,Nicaragua,Nugo,70,6,roasty cocoa,3.75,"3- B,S,C"
2218,Tribar,Peru,2018,Peru,"Piura, Gran Chilique",70,6,"sweet, pungent grape, acidic",3.5,"3- B,S,C"
2210,Tribar,Peru,2018,Peru,Ucayali,73,6,"powdery, complex, rubber",3,"3- B,S,C"
2060,Tosier,U.K.,2018,Belize,Maya Mtn.,70,6,"honey, caramel",3.5,"3- B,S,C"
2060,Tosier,U.K.,2018,Bolivia,"Alto Beni, 2016",70,6,"spicy, cocoa, sweet",3,"3- B,S,C"
2064,Tosier,U.K.,2018,Haiti,Acul du Nard,70,6,"metallic, astringent",2.75,"3- B,S,C"
2182,Tibito,Colombia,2018,Colombia,"Putumayo, lot 021",70,7,"spicy, marshmallow",3.25,"3- B,S,L"
2182,Tibito,Colombia,2018,Colombia,"Meta, lot 052",70,7,"floral, vegetal",3,"3- B,S,L"
2246,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",72,13,"off aroma, smokey, off note",3,"4- B,S,C,L"
2246,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",72,13,"gummy, fatty, sour",3,"4- B,S,C,L"
2246,Benns,Singapore,2018,Vietnam,Vung Tau,72,13,"gummy, roasty, fatty",3,"4- B,S,C,L"
2190,Belvie,Vietnam,2018,Vietnam,Lam Dong,75,6,"high acidity, nutty, roasty",3.25,"3- B,S,C"
2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,75,18,"acidic, cocoa, dried fruit",3.25,"5- B,S,C,V,L"
2242,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",70,18,"cardboard, cheesy",3,"5- B,S,C,V,L"
2234,Sweet Escalier,Japan,2018,Belize,Belize,70,18,"buttery, cheesy",3,"5- B,S,C,V,L"
2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,75,6,"fatty, sour, off notes",2.75,"3- B,S,C"
2242,Sweet Escalier,Japan,2018,Peru,San Martin,70,18,"pungent, molasses, sour",2.5,"5- B,S,C,V,L"
2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70,6,"nutty, cocoa",4,"3- B,S,C"
2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",70,6,"creamy, acidic, balanced",4,"3- B,S,C"
2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70,6,"sweet edge, lemon, muted",3,"3- B,S,C"
2068,Solstice,U.S.A.,2018,India,Anamalai,70,6,"molasses undertone, tangy",3.25,"3- B,S,C"
2112,Soeka,Amsterdam,2018,Sulawesi,Sulawesi,66,4,"nuts, fruit, cocoa",3.25,"3- B,S*,C"
2104,Seahorse,U.S.A.,2018,Tanzania,Kokoa Kamili,70,2,"sticky, cherry, cocoa",3.25,"2- B,S"
2108,Seahorse,U.S.A.,2018,Dominican Republic,Zorzal,70,2,"earthy, mild fruit, sticky",3,"2- B,S"
2104,Seahorse,U.S.A.,2018,Honduras,Wampusirpi,70,2,"dry, earthy, surface mark",2.75,"2- B,S"
2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70,6,"complex, coarse, astringent",3.5,"3- B,S,C"
2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75,6,"cocoa base, spice",3,"3- B,S,C"
2080,River-Sea,U.S.A.,2018,Tanzania,"Kokoa Kamili, Morogoro",72,6,"muted, heavy roast",3,"3- B,S,C"
2158,Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",72,6,dominant spice,3.75,"3- B,S,C"
2158,Raphio,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72,6,"creamy, complex, maple",3.75,"3- B,S,C"
2166,Raphio,U.S.A.,2018,Ecuador,Camino Verde,72,6,"floral, malt, high astringcy",3.5,"3- B,S,C"
2146,Baiani,Brazil,2018,Brazil,"Bahia, Vale Potumujo",70,2,"bland, sugary, large grits",3,"2- B,S"
2238,Qantu,Canada,2018,Peru,"Bagua, Amazonas",70,6,"pungent, grapes",3,"3- B,S,C"
2166,Pump Street Bakery,U.K.,2018,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",72,6,dominant savory,3.25,"3- B,S,C"
2118,Primo Botanica,U.S.A.,2018,Peru,Choba Choba,75,3,"molasses, coffee, cocoa",3.25,"2- B,S*"
2118,Primo Botanica,U.S.A.,2018,Tanzania,"Kokoa Kamili, 2018 Harvest",75,3,"sour palm, rich cocoa, fruit",3.25,"2- B,S*"
2076,Potomac,U.S.A.,2018,Colombia,Tumaco,70,2,"marshmallow, distinquished",4,"2- B,S"
2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70,6,"long, bright fruit, sweet, sour",3.5,"3- B,S,C"
2056,Auro,Philippines,2018,Philippines,South Cotabato,70,6,"sandy, roasty, nutty",3,"3- B,S,C"
2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70,6,"waxy, dried fruit",3,"3- B,S,C"
2056,Auro,Philippines,2018,Philippines,Davao,77,16,"sandy, vanilla",2.75,"4- B,S,V,L"
2258,Perrenial,U.S.A.,2018,Fiji,Fiji,75,4,"mild smokey, black licorice",3,"3- B,S*,C"
2234,Palet D'Or,Japan,2018,Cuba,Cuba,72,18,"creamy, tobacco, cocoa",3.75,"5- B,S,C,V,L"
2230,Palet D'Or,Japan,2018,Haiti,Haiti,70,18,"vanilla, sweet, gateway",3.5,"5- B,S,C,V,L"
2234,Palet D'Or,Japan,2018,Vietnam,Vietnam,72,18,"molasses, tart, vegetal",3.25,"5- B,S,C,V,L"
2076,organicfair,South Africa,2018,Panama,Panama,71,6,"fatty, bland, some spice",3,"3- B,S,C"
2036,Omnom,Iceland,2018,Nicaragua,Nicaragua,73,6,"intense spice, coarse",3,"3- B,S,C"
2142,Oialla by Bojessen (Malmo),Germany,2018,Brazil,Beniano,78,6,"creamy, cherry, acidic",3.75,"3- B,S,C"
2174,Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,Oko Caribe,72,6,"basic cocoa, sour ending",3,"3- B,S,C"
2158,Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72,6,"sweet, melon notes",3,"3- B,S,C"
2162,Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,"Ben Tre, batch VNBT186",72,6,"spicy, vanilla, sweet",2.75,"3- B,S,C"
2142,Nina,Peru,2018,Peru,Chazuta,70,6,"pungent, grape, sour",3,"3- B,S,C"
2134,Nibble,U.S.A.,2018,Brazil,Bahia,72,2,notes from sugar,3,"2- B,S"
2060,Nearynogs,Ireland,2018,Dominican Republic,"Hispaniola, batch 170308",70,2,"dry, sandy, sweet, acidic",3.25,"2- B,S"
2190,Musee du Chocolat Theobroma,Japan,2018,Venezuela,Chuao,70,2,"Fruity, Roasty",3.5,"2- B,S"
2222,Monsoon,U.S.A.,2018,Mexico,Chiapas,70,6,"chalky, powdery, molasses",3.25,"3- B,S,C"
2142,Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,70,6,"fatty, floral, spicy",3.25,"3- B,S,C"
2170,Moka Origins,U.S.A.,2018,Cameroon,"Kombone Village, 2018 Harvest",68,2,earthy,3,"2- B,S"
2198,Moka Origins,U.S.A.,2018,Brazil,Brazil,72,6,"dirty, rubbery, spicy",2.5,"3- B,S,C"
2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70,2,"grape, thick, chewy",3.75,"2- B,S"
2210,Milton,Japan,2018,Madagascar,Ambanja,70,2,"cocoa, mild pear, sticky",3.5,"2- B,S"
2214,Milton,Japan,2018,Vietnam,Ben Tre,70,2,"cocounut, late sour",3.25,"2- B,S"
2214,Milton,Japan,2018,Brazil,Bahia,70,2,"intense, sour, hammy",3,"2- B,S"
2112,Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70,6,"grape, cocoa",3.5,"3- B,S,C"
2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70,6,"complex, true to origin",3.25,"3- B,S,C"
2112,Mike & Becky,Belgium,2018,India,Idukki,70,6,"candy spices, sweet",3.25,"3- B,S,C"
2112,Mike & Becky,Belgium,2018,Dominican Republic,"Oko Caribe, hispaniola, 2017 harvest",70,6,"fatty, simple",3,"3- B,S,C"
2210,Meybol,Germany,2018,Peru,Piura Blanco,70,6,"grape, mild smoke, sandy",3.5,"3- B,S,C"
2170,Metiisto,Australia,2018,Solomon Islands,Tenaru,67,6,"dried fruit, mild hammy",3.75,"3- B,S,C"
2166,Metiisto,Australia,2018,Solomon Islands,"Patovaki, Paspaskato Is",72,6,"roasty/smokey, high acidity",3.25,"3- B,S,C"
2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75,6,"earthy, floral, rubbery",2.5,"3- B,S,C"
2162,Argencove,Nicaragua,2018,Nicaragua,Cocibolca,70,2,"roasty, rich cocoa",3.5,"2- B,S"
2162,Argencove,Nicaragua,2018,Nicaragua,Mombacho,70,2,"smooth, vegetal",3.5,"2- B,S"
2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,70,2,"melon, late hammy",3.25,"2- B,S"
2166,Argencove,Nicaragua,2018,Nicaragua,Apoyo,70,2,"cocoa, earthy, hammy",3,"2- B,S"
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75,6,"fatty, roasty, nutty",3.5,"3- B,S,C"
2254,Arete,U.S.A.,2018,Colombia,Tumaco,70,2,"smooth, nutty, cocoa",4,"2- B,S"
2158,Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",75,2,"dried fruit, woody, dirty",2.75,"2- B,S"
2068,Arete,U.S.A.,2018,Trinidad,Ramnath E.,70,2,"nuts, dried fruit, short",3,"2- B,S"
2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72,6,"complex, creamy, cherry",3.5,"3- B,S,C"
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72,6,"sweet, spicy, dirty",3.25,"3- B,S,C"
2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",72,6,"off notes, rubbery, hammy",3,"3- B,S,C"
2226,Malai,Thailand,2018,Thailand,Chantaburi,70,4,"gummy, smokey, hammy",2.75,"3- B,S*,C"
2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70,2,"rustic, basic cocoa, earthy",3,"2- B,S"
2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78,2,intense mocha flavor,3.5,"2- B,S"
2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80,2,"nutty, mild dairy",3.25,"2- B,S"
2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70,2,"smokey, earthy, cocoa",3,"2- B,S"
2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75,2,potting soil,2.5,"2- B,S"
2122,Letterpress,U.S.A.,2018,Ghana,Ashanti,70,6,brownie,3.75,"3- B,S,C"
2048,Land,U.K.,2018,Nicaragua,"Nicaliso, Bocay",73,6,"complex, dairy, roasty",3.5,"3- B,S,C"
2048,Land,U.K.,2018,Honduras,San Pedro Sula,70,6,"sandy, rich cocoa",3.25,"3- B,S,C"
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,71,6,"simple, earthy, cocoa",3,"3- B,S,C"
2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70,2,"citrus,prononced orange",3.5,"2- B,S"
2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70,2,"rich cocoa, mild fruit & nut",3.5,"2- B,S"
2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70,2,"mild hammy, roasty, sour",3,"2- B,S"
2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70,2,"dry, melon, cocoa",3.5,"2- B,S"
2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70,2,"fruit, cocoa, grape",3.5,"2- B,S"
2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",70,2,"tart, molasses, grits",3.25,"2- B,S"
2138,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",70,13,"molasses, high acidity",3.25,"4- B,S,C,L"
2138,La Chorena,U.S.A.,2018,Peru,Maranon,75,2,"earthy, molasses, dried fruit",3,"2- B,S"
2138,La Chorena,U.S.A.,2018,Dominican Republic,Oko Caribe,70,2,"anise, spicy, earthy",3,"2- B,S"
2044,Krak,Amsterdam,2018,Mexico,"Xoconusco, triple turned",70,2,"intense, high acidity",3.75,"2- B,S"
2068,Krak,Amsterdam,2018,Philippines,Kablon Farm,70,2,"nuts, dried fruit, grassy",3.25,"2- B,S"
2064,Krak,Amsterdam,2018,Madagascar,Mava Sa Ferme D'ottange,70,2,"roasty, nutty",3,"2- B,S"
2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70,6,brownie,3.75,"3- B,S,C"
2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70,6,"herbal, tea-like",3.5,"3- B,S,C"
2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70,6,"nutty, cocoa, sour veggie",3.5,"3- B,S,C"
2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70,6,"floral, earthy, grassy",3,"3- B,S,C"
2104,Johnny Iuzzini,U.S.A.,2018,Trinidad,"Tabaquite, batch 12",80,13,"bold, spice, sour fruit, gritty",3.25,"4- B,S,C,L"
2104,Johnny Iuzzini,U.S.A.,2018,Colombia,"Tumaco, batch 2",73,13,"complex, bold, gritty",3.25,"4- B,S,C,L"
2100,Johnny Iuzzini,U.S.A.,2018,India,"Anamalai, batch 8",66,13,"gritty, coffee, sweet, hammy",3,"4- B,S,C,L"
2146,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",72,6,"sandy, sweet",3.25,"3- B,S,C"
2250,Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,Perseverance E.,72,13,"woody, meaty, vegetal",2.75,"4- B,S,C,L"
2134,Hotel Chocolat,U.K.,2018,Colombia,"Sierra Nevada, Cienaga",75,13,"dry, woody, dried fruit",2.75,"4- B,S,C,L"
2146,hexx,U.S.A.,2018,Dominican Republic,"Oko Caribe, batch 0719",71,3,"fruity, tannic, coconut",3.5,"2- B,S*"
2150,hexx,U.S.A.,2018,Tanzania,"Kokoa Kamili, batch 0214",70,3,"lemon, late sour & molasses",3,"2- B,S*"
2150,hexx,U.S.A.,2018,Madagascar,"Sambirano Valley, batch 0124",74,3,"sour, citrus, molasses",2.75,"2- B,S*"
2146,hexx,U.S.A.,2018,Ecuador,"Camino Verde, batch 0722",73,3,"harsh flavor, hay",2.5,"2- B,S*"
